gap_uid,card,process_ref,process_name,L1_대분류,종류,종류설명,내용,제안담당,담당_근거,선행,관련_row_id,root_cause_id,root_cause,걸린낱말
GX-t64-115,t64,P12,,운영자·주문운영,라,라 — 결정 미정,부분취소·수량변경 지원 — 원장: 설계 §12-10 — 1차 미지원 제안,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-116,t64,P12,,운영자·주문운영,라,라 — 결정 미정,반품/교환 안내 문구를 샵바이 상품 설정에 반영 — 원장: 설계 §12-11,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t64-117,t64,P13,,운영자·주문운영,가,가 — 원장에 행 없음,"`cancelable` 컬럼 DDL — `STD-MFG-026` 은 ""원자적 전환""을 말하는데 그 플래그를 만드는 행이 없다. 지금 `t_ord_orders` 에 없다",서희항,① 원장 owner_proposed(STD-MFG-026),P09 상태머신,STD-MFG-026,RC-15,주문상태 단위·상태머신 미정비,상태머신
GX-t64-118,t64,P13,,운영자·주문운영,가,가 — 원장에 행 없음,"게이트① 셀프 취소 웹훅 소비 — 설계 §7.2 게이트① — `CANCEL_DONE` 웹훅을 받아 MES 전송을 중단하는 것. `STD-MFG-031`(FR-3, MES 발)과 방향이 반대인데 행이 없다",서희항,① 원장 owner_proposed(STD-MFG-031),P09,STD-MFG-031,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-119,t64,P13,,운영자·주문운영,가,가 — 원장에 행 없음,"부분 취소·수량 변경 — 설계 §12-10 이 ""1차 미지원 제안""이라 했다. 미지원을 명시적으로 결정한 행이 없다",신우진,②옛65행 curated 담당 승계,없음,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-120,t64,P13,,운영자·주문운영,가,가 — 원장에 행 없음,"취소 경합 알림 채널 — `STD-MFG-033` 은 ""에스컬레이션""이라고만 한다. 누구에게 어떻게 알리는지가 행으로 없다",서희항,① 원장 owner_proposed(STD-MFG-033),,STD-MFG-033,RC-09,알림 채널 결정·카카오 심사(리드타임이 우리 통제 밖),알림 채널
GX-t64-121,t64,P13,,운영자·주문운영,나,나 — 행은 있는데 코드 0,`STD-MFG-026`·`031`·`032`·`033`·`015` · `STD-ADO-023`(호출부) — 6행.,서희항 ; 최숙진,① 원장 owner_proposed(STD-MFG-026·STD-ADO-023),,STD-MFG-026;STD-ADO-023,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-122,t64,P13,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,클레임 API 명세 — 9개 엔드포인트가 전부 문서화돼 있다(P12 §5 다 참조),서희항,②교차 P12 의 동일 항목(② 판정)에서 승계,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-123,t64,P13,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,웹훅 수신함 — `CHANGE_ORDER_STATUS` 가 오면 `claimStatusType` 까지 파싱해 저장한다 → `catalog/shopby_hook.py:112-119`. 분기하는 쪽이 없다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,shopby
GX-t64-124,t64,P13,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,`ORD_OWNED` 가드 — 승격이 취소된 주문을 되돌리지 않게 막는 장치가 있다(`artwork_promote.py:56`) — 경합 방어의 선례가 이미 코드에 있다,서희항,②교차 P09 의 동일 항목(② 판정)에서 승계,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-125,t64,P13,,운영자·주문운영,라,라 — 결정 미정,고객 셀프취소가 막히는 정확한 상태 — 설계/원장: 설계 §12-8 — 샵바이 어드민 실측 필요,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t64-126,t64,P13,,운영자·주문운영,라,라 — 결정 미정,부분취소 지원 여부 — 설계/원장: 설계 §12-10,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-127,t64,P13,,운영자·주문운영,라,라 — 결정 미정,클레임 범위 — 설계/원장: `BLK-S1-6`(t65),신우진,① 원장 owner_proposed(BLK-S1-6),,BLK-S1-6,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-128,t64,P13,,운영자·주문운영,라,라 — 결정 미정,취소 경합 시 부분환불 정책 — 설계/원장: 미정 — 원장에 행 없음,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-129,t64,P14,,운영자·주문운영,가,가 — 원장에 행 없음,"주문번호로 사양·원고를 여는 우리 화면 — `STD-ADO-002` 는 ""주문 상세 조회(사양·파일·금액)""라고 하나로 묶어 말한다. 실제로는 금액(샵바이)과 사양·파일(우리)이 다른 화면이고, 우리 쪽 화면이 통째로 없다. 별도 행으로 서야 한다",서희항,① 원장 owner_proposed(STD-ADO-002),없음,STD-ADO-002,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t64-130,t64,P14,,운영자·주문운영,가,가 — 원장에 행 없음,세 시스템을 잇는 운영자 진입점 — 운영자가 주문번호 하나로 샵바이·우리·MES 를 오가는 방법이 행으로 없다. `STD-MFG-024`(3시스템 매핑)는 데이터 얘기지 화면 얘기가 아니다,서희항,① 원장 owner_proposed(STD-MFG-024),없음,STD-MFG-024,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-131,t64,P14,,운영자·주문운영,가,가 — 원장에 행 없음,구 사이트 화면과의 대응표 — `STD-ADO-025`·`026` 이 「미실측」인 채로 남아 있다. 새 몰에서 그 기능이 어디로 갔는지 대응 행이 없다,최숙진,① 원장 owner_proposed(STD-ADO-025),,STD-ADO-025,RC-10,구 사이트 회원·잔액 이관과 컷오버 동결 창,구 사이트
GX-t64-132,t64,P14,,운영자·주문운영,나,나 — 행은 있는데 코드 0,`STD-ADO-006` — 작업지시서 출력(MES),최숙진,① 원장 owner_proposed(STD-ADO-006),,STD-ADO-006,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-133,t64,P14,,운영자·주문운영,나,나 — 행은 있는데 코드 0,`STD-MFG-007` — 보류 주문 목록 화면,서희항,① 원장 owner_proposed(STD-MFG-007),,STD-MFG-007,RC-12,webadmin 운영자 화면 부재(주문 축이 통째로 없다),목록 화면
GX-t64-134,t64,P14,,운영자·주문운영,나,나 — 행은 있는데 코드 0,`STD-ADO-002`(우리 몫) — 주문 단위 사양·원고 조회 화면,서희항,① 원장 owner_proposed(STD-ADO-002),,STD-ADO-002,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-135,t64,P14,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,`t_ord_orders`·`t_ord_artworks` — 데이터는 쌓인다(P01·P02). 볼 화면이 없어 DB 조회로만 확인 가능하다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-136,t64,P14,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,webadmin 상품 뷰어·가격 뷰어 — 운영 화면이 상품 축으로는 잘 돼 있다(product-viewer·price-viewer·price-simulator). 주문 축이 없다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-137,t64,P14,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,Django admin 자동등록 — `catalog/admin.py:2626` 이 앱 모델을 전부 자동 등록하는데 `TOrd*` 계열은 등록되지 않았다,서희항,②단계표 §4 최근접 단계의 담당자,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-138,t64,P14,,운영자·주문운영,라,라 — 결정 미정,운영자가 주문을 어느 화면에서 처리할지(샵바이 단일 vs 우리 통합 화면) — 누가: 최숙진+신우진 — 원장에 행이 없는 결정,최숙진,②본문 §5 항목 셀의 담당 표기,,—,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t64-139,t64,P14,,운영자·주문운영,라,라 — 결정 미정,구 사이트 주문관리 기능의 승계 범위 — 누가: 최숙진(`STD-ADO-025`·`026`),최숙진,① 원장 owner_proposed(STD-ADO-025),,STD-ADO-025,RC-10,구 사이트 회원·잔액 이관과 컷오버 동결 창,구 사이트
GX-t64-140,t64,P15,,운영자·주문운영,가,가 — 원장에 행 없음,현황표의 「당일」 기준 — `STD-MFG-094` 가 당일발주·당일생산·당일출고를 말하는데 하루의 경계(자정? 업무 시작?)가 행으로 없다. 리드타임(`096`) 계산의 전제다,최숙진,① 원장 owner_proposed(STD-MFG-094),,STD-MFG-094,RC-16,배송·택배사 코드 매핑과 출고 처리,출고
GX-t64-141,t64,P15,,운영자·주문운영,가,가 — 원장에 행 없음,산출 데이터의 원천 주문 단위 — 주문 단위인가 주문상품옵션 단위인가 작업 단위인가. `STD-MFG-023`(상태 단위)과 이어지는데 행이 없다,서희항,① 원장 owner_proposed(STD-MFG-023),,STD-MFG-023,RC-11,상품·가격 원천 이원화(webadmin ↔ 샵바이 동기화),원천
GX-t64-142,t64,P15,,운영자·주문운영,가,가 — 원장에 행 없음,우리 대시보드 ↔ MES 현황표의 경계 — `STD-MFG-131`(우리)과 `094`(MES)가 비슷한 것을 각자 만든다. 무엇을 어디서 보는지가 행으로 없다,서희항,① 원장 owner_proposed(STD-MFG-131),,STD-MFG-131,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-143,t64,P15,,운영자·주문운영,가,가 — 원장에 행 없음,자재 마스터 — `STD-MFG-098` 은 입·출고만 말한다. 자재 자체는 webadmin 에 `t_mat_*` 로 이미 있다(자재 마스터 화면 `/admin/master/mat/`). 그 둘의 관계가 행으로 없다,최숙진,① 원장 owner_proposed(STD-MFG-098),,STD-MFG-098,RC-16,배송·택배사 코드 매핑과 출고 처리,출고
GX-t64-144,t64,P15,,운영자·주문운영,나,나 — 행은 있는데 코드 0,`STD-MFG-094`·`095`·`096`·`098`·`132`·`131` — 6행 전부.,최숙진,① 원장 owner_proposed(STD-MFG-094),,STD-MFG-094,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-145,t64,P15,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,webadmin 자재 마스터 — 화면이 있다(`/admin/master/mat/`). 생산 입·출고와 이어져 있지 않다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-16,배송·택배사 코드 매핑과 출고 처리,출고
GX-t64-146,t64,P15,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,webadmin 사용자 권한 — Django 권한 체계가 깔려 있다. 7역할 구분은 없다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-18,회원·인증·권한 정책 미확정,권한
GX-t64-147,t64,P15,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,MES 생산계획 테이블 — `T_MNF_MANUFACT_PLAN_PRCS` 등이 있다. 후니 작업이 없어 집계할 것이 없다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-148,t64,P15,,운영자·주문운영,라,라 — 결정 미정,7역할 권한 매트릭스 — 누가: 최숙진 — 정의하는 일,최숙진,②본문 §5 항목 셀의 담당 표기,,—,RC-18,회원·인증·권한 정책 미확정,권한
GX-t64-149,t64,P15,,운영자·주문운영,라,라 — 결정 미정,현황·산출을 MES 에서 볼지 별도 BI 로 뺄지 — 누가: 최숙진+신우진,최숙진,②본문 §5 항목 셀의 담당 표기,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-150,t64,P15,,운영자·주문운영,라,라 — 결정 미정,우리 대시보드 범위 — 누가: 서희항,서희항,②본문 §5 항목 셀의 담당 표기,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-151,t64,P16,,운영자·주문운영,가,가 — 원장에 행 없음,"거래처 마스터 — 6행이 전부 ""거래처별""·""업체별""인데 거래처를 등록·관리하는 행이 없다. B2B 대분류(t62 `STD-B2B` 15행)에 회원 축 거래처가 있을 수 있으나 생산 축 거래처와 같은 것인지 확인되지 않았다",최숙진,②채우는방법 §6 최근접 줄의 누가,,—,RC-20,B2B 거래처·후불 여신 범위 미확정,거래처
GX-t64-152,t64,P16,,운영자·주문운영,가,가 — 원장에 행 없음,"오프라인 주문의 가격 산출 — `STD-MFG-133` 은 ""금액 직접 입력""이라고 한다. 우리 가격엔진을 쓰지 않는다는 뜻인데, 그 결정과 그로 인한 불일치 관리가 행으로 없다",최숙진,① 원장 owner_proposed(STD-MFG-133),,STD-MFG-133,RC-19,게시판·문의·리뷰 응대 운영,문의
GX-t64-153,t64,P16,,운영자·주문운영,가,가 — 원장에 행 없음,오프라인 주문의 원고 경로 — 웹 주문은 tmp→order 승격(P02)을 탄다. 오프라인은 원고가 어디서 오는지 행이 없다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-19,게시판·문의·리뷰 응대 운영,문의
GX-t64-154,t64,P16,,운영자·주문운영,가,가 — 원장에 행 없음,OEM 3사 연동 규격 — `STD-MFG-071` 은 IMPORT 라고만 한다. 3사 각각의 포맷·주기·인증이 행으로 없다,최숙진,① 원장 owner_proposed(STD-MFG-071),,STD-MFG-071,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-155,t64,P16,,운영자·주문운영,나,나 — 행은 있는데 코드 0,`STD-MFG-069`·`070`·`071`·`133`·`134`·`135` · `STD-ADO-024` — 7행 전부.,최숙진,① 원장 owner_proposed(STD-MFG-069·STD-ADO-024),,STD-MFG-069;STD-ADO-024,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-156,t64,P16,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,MES 엑셀 주문 수신 — `COrderByExcel`(`IOrderService.cs:58`)이 이미 있다 — 기존 채널(Cafe24 등)용. 후니 거래처 포맷으로 쓸 수 있는지는 미확인,최숙진,②단계표 §4 최근접 단계의 담당자,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-157,t64,P16,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,"우리 가격엔진 — 가격 시뮬레이터·가격 뷰어가 살아 있다. 오프라인 주문이 ""금액 직접 입력""이라 쓰이지 않는다",미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-158,t64,P16,,운영자·주문운영,라,라 — 결정 미정,현금영수증·세금계산서 발급 주체(Shopby/자체/외부) — 원장: `BLK-S1-4`·`T5-4` — 신우진,신우진,① 원장 owner_proposed(BLK-S1-4·T5-4),없음,BLK-S1-4;T5-4,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,Shopby
GX-t64-159,t64,P16,,운영자·주문운영,라,라 — 결정 미정,오프라인 주문을 1차 런칭 범위에 넣을지 — 원장: 미정 — 원장에 결정 행이 없다,신우진+최숙진,②채우는방법 §6 최근접 줄의 누가,없음,—,RC-21,1차 런칭 범위·오픈 일정 미확정(무엇을 빼는가가 먼저다),1차 런칭 범위
